,title,description,URL,Date Published,Publisher,published_year,Published Month,Description
16,Mithril Security demos LLM supply chain 'poisoning' - AI News,"<a href=""https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmFydGlmaWNpYWxpbnRlbGxpZ2VuY2UtbmV3cy5jb20vMjAyMy8wNy8xMS9taXRocmlsLXNlY3VyaXR5LWRlbW9zLWxsbS1zdXBwbHktY2hhaW4tcG9pc29uaW5nL9IBAA?oc=5"" target=""_blank"">Mithril Security demos LLM supply chain 'poisoning'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AI News</font>",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmFydGlmaWNpYWxpbnRlbGxpZ2VuY2UtbmV3cy5jb20vMjAyMy8wNy8xMS9taXRocmlsLXNlY3VyaXR5LWRlbW9zLWxsbS1zdXBwbHktY2hhaW4tcG9pc29uaW5nL9IBAA?oc=5,2023-07-11 07:00:00+00:00,AI News,2023.0,2023-07,
17,Skyhawk Security ranks accuracy of LLM cyberthreat predictions - CSO Online,"<a href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmNzb29ubGluZS5jb20vYXJ0aWNsZS82NTI4Njkvc2t5aGF3ay1zZWN1cml0eS1yYW5rcy1hY2N1cmFjeS1vZi1sbG0tY3liZXJ0aHJlYXQtcHJlZGljdGlvbnMuaHRtbNIBcWh0dHBzOi8vd3d3LmNzb29ubGluZS5jb20vYXJ0aWNsZS82NTI4Njkvc2t5aGF3ay1zZWN1cml0eS1yYW5rcy1hY2N1cmFjeS1vZi1sbG0tY3liZXJ0aHJlYXQtcHJlZGljdGlvbnMuaHRtbC9hbXAv?oc=5"" target=""_blank"">Skyhawk Security ranks accuracy of LLM cyberthreat predictions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CSO Online</font>",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmNzb29ubGluZS5jb20vYXJ0aWNsZS82NTI4Njkvc2t5aGF3ay1zZWN1cml0eS1yYW5rcy1hY2N1cmFjeS1vZi1sbG0tY3liZXJ0aHJlYXQtcHJlZGljdGlvbnMuaHRtbNIBcWh0dHBzOi8vd3d3LmNzb29ubGluZS5jb20vYXJ0aWNsZS82NTI4Njkvc2t5aGF3ay1zZWN1cml0eS1yYW5rcy1hY2N1cmFjeS1vZi1sbG0tY3liZXJ0aHJlYXQtcHJlZGljdGlvbnMuaHRtbC9hbXAv?oc=5,2023-09-20 07:00:00+00:00,CSO Online,2023.0,2023-09,
18,Cybersecurity Capture-The-Flag Challenges: Leveraging Large Language Models - Medium,"<a href=""https://news.google.com/rss/articles/CBMieWh0dHBzOi8vbWVkaXVtLmNvbS9ASW5ub3ZhdGVGb3JnZS9jeWJlcnNlY3VyaXR5LWNhcHR1cmUtdGhlLWZsYWctY2hhbGxlbmdlcy1sZXZlcmFnaW5nLWxhcmdlLWxhbmd1YWdlLW1vZGVscy0yZWI3ZDI0ZTc4YWTSAQA?oc=5"" target=""_blank"">Cybersecurity Capture-The-Flag Challenges: Leveraging Large Language Models</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Medium</font>",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vbWVkaXVtLmNvbS9ASW5ub3ZhdGVGb3JnZS9jeWJlcnNlY3VyaXR5LWNhcHR1cmUtdGhlLWZsYWctY2hhbGxlbmdlcy1sZXZlcmFnaW5nLWxhcmdlLWxhbmd1YWdlLW1vZGVscy0yZWI3ZDI0ZTc4YWTSAQA?oc=5,2023-12-04 08:00:00+00:00,Medium,2023.0,2023-12,
19,Prompt Hacking and Misuse of LLMs - Unite.AI,"<a href=""https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LnVuaXRlLmFpL3Byb21wdC1oYWNraW5nLWFuZC1taXN1c2Utb2YtbGxtL9IBAA?oc=5"" target=""_blank"">Prompt Hacking and Misuse of LLMs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Unite.AI</font>",https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LnVuaXRlLmFpL3Byb21wdC1oYWNraW5nLWFuZC1taXN1c2Utb2YtbGxtL9IBAA?oc=5,2023-10-19 07:00:00+00:00,Unite.AI,2023.0,2023-10,
20,Understanding the Dark Side of Large Language Models: A Comprehensive Guide to Security Threats and Vulnerabilities - MarkTechPost,"<a href=""https://news.google.com/rss/articles/CBMimwFodHRwczovL3d3dy5tYXJrdGVjaHBvc3QuY29tLzIwMjMvMDkvMDEvdW5kZXJzdGFuZGluZy10aGUtZGFyay1zaWRlLW9mLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1hLWNvbXByZWhlbnNpdmUtZ3VpZGUtdG8tc2VjdXJpdHktdGhyZWF0cy1hbmQtdnVsbmVyYWJpbGl0aWVzL9IBnwFodHRwczovL3d3dy5tYXJrdGVjaHBvc3QuY29tLzIwMjMvMDkvMDEvdW5kZXJzdGFuZGluZy10aGUtZGFyay1zaWRlLW9mLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1hLWNvbXByZWhlbnNpdmUtZ3VpZGUtdG8tc2VjdXJpdHktdGhyZWF0cy1hbmQtdnVsbmVyYWJpbGl0aWVzLz9hbXA?oc=5"" target=""_blank"">Understanding the Dark Side of Large Language Models: A Comprehensive Guide to Security Threats and Vulnerabilities</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarkTechPost</font>",https://news.google.com/rss/articles/CBMimwFodHRwczovL3d3dy5tYXJrdGVjaHBvc3QuY29tLzIwMjMvMDkvMDEvdW5kZXJzdGFuZGluZy10aGUtZGFyay1zaWRlLW9mLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1hLWNvbXByZWhlbnNpdmUtZ3VpZGUtdG8tc2VjdXJpdHktdGhyZWF0cy1hbmQtdnVsbmVyYWJpbGl0aWVzL9IBnwFodHRwczovL3d3dy5tYXJrdGVjaHBvc3QuY29tLzIwMjMvMDkvMDEvdW5kZXJzdGFuZGluZy10aGUtZGFyay1zaWRlLW9mLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1hLWNvbXByZWhlbnNpdmUtZ3VpZGUtdG8tc2VjdXJpdHktdGhyZWF0cy1hbmQtdnVsbmVyYWJpbGl0aWVzLz9hbXA?oc=5,2023-09-01 07:00:00+00:00,MarkTechPost,2023.0,2023-09,
21,Security Researchers: ChatGPT Vulnerability Allows Training Data to be Accessed by Telling Chatbot to Endlessly ... - CPO Magazine,"<a href=""https://news.google.com/rss/articles/CBMiqAFodHRwczovL3d3dy5jcG9tYWdhemluZS5jb20vY3liZXItc2VjdXJpdHkvc2VjdXJpdHktcmVzZWFyY2hlcnMtY2hhdGdwdC12dWxuZXJhYmlsaXR5LWFsbG93cy10cmFpbmluZy1kYXRhLXRvLWJlLWFjY2Vzc2VkLWJ5LXRlbGxpbmctY2hhdGJvdC10by1lbmRsZXNzbHktcmVwZWF0LWEtd29yZC_SAQA?oc=5"" target=""_blank"">Security Researchers: ChatGPT Vulnerability Allows Training Data to be Accessed by Telling Chatbot to Endlessly ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CPO Magazine</font>",https://news.google.com/rss/articles/CBMiqAFodHRwczovL3d3dy5jcG9tYWdhemluZS5jb20vY3liZXItc2VjdXJpdHkvc2VjdXJpdHktcmVzZWFyY2hlcnMtY2hhdGdwdC12dWxuZXJhYmlsaXR5LWFsbG93cy10cmFpbmluZy1kYXRhLXRvLWJlLWFjY2Vzc2VkLWJ5LXRlbGxpbmctY2hhdGJvdC10by1lbmRsZXNzbHktcmVwZWF0LWEtd29yZC_SAQA?oc=5,2023-12-14 08:00:00+00:00,CPO Magazine,2023.0,2023-12,
22,"AI chatbots can fall for prompt injection attacks, leaving you vulnerable - The Washington Post","<a href=""https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS90ZWNobm9sb2d5LzIwMjMvMTEvMDIvcHJvbXB0LWluamVjdGlvbi1haS1jaGF0Ym90LXZ1bG5lcmFiaWxpdHktamFpbGJyZWFrL9IBAA?oc=5"" target=""_blank"">AI chatbots can fall for prompt injection attacks, leaving you vulnerable</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Washington Post</font>",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS90ZWNobm9sb2d5LzIwMjMvMTEvMDIvcHJvbXB0LWluamVjdGlvbi1haS1jaGF0Ym90LXZ1bG5lcmFiaWxpdHktamFpbGJyZWFrL9IBAA?oc=5,2023-11-02 07:00:00+00:00,The Washington Post,2023.0,2023-11,
23,Generative AI Projects Pose Major Cybersecurity Risk to Enterprises - Generative AI Projects Pose Major Cybersecurity ... - Dark Reading,"<a href=""https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS92dWxuZXJhYmlsaXRpZXMtdGhyZWF0cy9nZW5lcmF0aXZlLWFpLXByb2plY3RzLWN5YmVyc2VjdXJpdHktcmlza3MtZW50ZXJwcmlzZXPSAQA?oc=5"" target=""_blank"">Generative AI Projects Pose Major Cybersecurity Risk to Enterprises - Generative AI Projects Pose Major Cybersecurity ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dark Reading</font>",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS92dWxuZXJhYmlsaXRpZXMtdGhyZWF0cy9nZW5lcmF0aXZlLWFpLXByb2plY3RzLWN5YmVyc2VjdXJpdHktcmlza3MtZW50ZXJwcmlzZXPSAQA?oc=5,2023-06-28 07:00:00+00:00,Dark Reading,2023.0,2023-06,
24,Exercise caution when building off LLMs - NCSC.GOV.UK - National Cyber Security Centre,"<a href=""https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm5jc2MuZ292LnVrL2Jsb2ctcG9zdC9leGVyY2lzZS1jYXV0aW9uLWJ1aWxkaW5nLW9mZi1sbG1z0gEA?oc=5"" target=""_blank"">Exercise caution when building off LLMs - NCSC.GOV.UK</a>&nbsp;&nbsp;<font color=""#6f6f6f"">National Cyber Security Centre</font>",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm5jc2MuZ292LnVrL2Jsb2ctcG9zdC9leGVyY2lzZS1jYXV0aW9uLWJ1aWxkaW5nLW9mZi1sbG1z0gEA?oc=5,2023-08-30 07:00:00+00:00,National Cyber Security Centre,2023.0,2023-08,
25,Will LLM and Generative AI Solve a 20-Year-Old Problem in Application Security? - Unite.AI,"<a href=""https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnVuaXRlLmFpL3dpbGwtbGxtLWFuZC1nZW5lcmF0aXZlLWFpLXNvbHZlLWEtMjAteWVhci1vbGQtcHJvYmxlbS1pbi1hcHBsaWNhdGlvbi1zZWN1cml0eS_SAQA?oc=5"" target=""_blank"">Will LLM and Generative AI Solve a 20-Year-Old Problem in Application Security?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Unite.AI</font>",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnVuaXRlLmFpL3dpbGwtbGxtLWFuZC1nZW5lcmF0aXZlLWFpLXNvbHZlLWEtMjAteWVhci1vbGQtcHJvYmxlbS1pbi1hcHBsaWNhdGlvbi1zZWN1cml0eS_SAQA?oc=5,2023-06-14 07:00:00+00:00,Unite.AI,2023.0,2023-06,
26,"US spy community wants to identify threats posed by tech behind ChatGPT, large language models - The Sociable","<a href=""https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vc29jaWFibGUuY28vZ292ZXJubWVudC1hbmQtcG9saWN5L3NweS1jb21tdW5pdHktdGhyZWF0cy10ZWNoLWNoYXRncHQtbGFuZ3VhZ2UtbW9kZWxzL9IBYWh0dHBzOi8vc29jaWFibGUuY28vZ292ZXJubWVudC1hbmQtcG9saWN5L3NweS1jb21tdW5pdHktdGhyZWF0cy10ZWNoLWNoYXRncHQtbGFuZ3VhZ2UtbW9kZWxzL2FtcC8?oc=5"" target=""_blank"">US spy community wants to identify threats posed by tech behind ChatGPT, large language models</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Sociable</font>",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vc29jaWFibGUuY28vZ292ZXJubWVudC1hbmQtcG9saWN5L3NweS1jb21tdW5pdHktdGhyZWF0cy10ZWNoLWNoYXRncHQtbGFuZ3VhZ2UtbW9kZWxzL9IBYWh0dHBzOi8vc29jaWFibGUuY28vZ292ZXJubWVudC1hbmQtcG9saWN5L3NweS1jb21tdW5pdHktdGhyZWF0cy10ZWNoLWNoYXRncHQtbGFuZ3VhZ2UtbW9kZWxzL2FtcC8?oc=5,2023-08-01 07:00:00+00:00,The Sociable,2023.0,2023-08,
27,Exposed Hugging Face APIs Opened AI Models to Cyberattacks - Security Boulevard,"<a href=""https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjMvMTIvZXhwb3NlZC1odWdnaW5nLWZhY2UtYXBpcy1vcGVuZWQtYWktbW9kZWxzLXRvLWN5YmVyYXR0YWNrcy_SAWVodHRwczovL3NlY3VyaXR5Ym91bGV2YXJkLmNvbS8yMDIzLzEyL2V4cG9zZWQtaHVnZ2luZy1mYWNlLWFwaXMtb3BlbmVkLWFpLW1vZGVscy10by1jeWJlcmF0dGFja3MvYW1wLw?oc=5"" target=""_blank"">Exposed Hugging Face APIs Opened AI Models to Cyberattacks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Security Boulevard</font>",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjMvMTIvZXhwb3NlZC1odWdnaW5nLWZhY2UtYXBpcy1vcGVuZWQtYWktbW9kZWxzLXRvLWN5YmVyYXR0YWNrcy_SAWVodHRwczovL3NlY3VyaXR5Ym91bGV2YXJkLmNvbS8yMDIzLzEyL2V4cG9zZWQtaHVnZ2luZy1mYWNlLWFwaXMtb3BlbmVkLWFpLW1vZGVscy10by1jeWJlcmF0dGFja3MvYW1wLw?oc=5,2023-12-04 08:00:00+00:00,Security Boulevard,2023.0,2023-12,
28,New Jailbreak Attacks are revealed in LLM Chatbots like ChatGPT - CybersecurityNews,"<a href=""https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vY3liZXJzZWN1cml0eW5ld3MuY29tL2phaWxicmVhay1sbG0tY2hhdGJvdHMv0gE5aHR0cHM6Ly9jeWJlcnNlY3VyaXR5bmV3cy5jb20vamFpbGJyZWFrLWxsbS1jaGF0Ym90cy9hbXAv?oc=5"" target=""_blank"">New Jailbreak Attacks are revealed in LLM Chatbots like ChatGPT</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CybersecurityNews</font>",https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vY3liZXJzZWN1cml0eW5ld3MuY29tL2phaWxicmVhay1sbG0tY2hhdGJvdHMv0gE5aHR0cHM6Ly9jeWJlcnNlY3VyaXR5bmV3cy5jb20vamFpbGJyZWFrLWxsbS1jaGF0Ym90cy9hbXAv?oc=5,2023-07-19 07:00:00+00:00,CybersecurityNews,2023.0,2023-07,
29,"Samsung Engineers Feed Sensitive Data to ChatGPT, Sparking Workplace AI Warnings - Dark Reading","<a href=""https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS92dWxuZXJhYmlsaXRpZXMtdGhyZWF0cy9zYW1zdW5nLWVuZ2luZWVycy1zZW5zaXRpdmUtZGF0YS1jaGF0Z3B0LXdhcm5pbmdzLWFpLXVzZS13b3JrcGxhY2XSAQA?oc=5"" target=""_blank"">Samsung Engineers Feed Sensitive Data to ChatGPT, Sparking Workplace AI Warnings</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dark Reading</font>",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS92dWxuZXJhYmlsaXRpZXMtdGhyZWF0cy9zYW1zdW5nLWVuZ2luZWVycy1zZW5zaXRpdmUtZGF0YS1jaGF0Z3B0LXdhcm5pbmdzLWFpLXVzZS13b3JrcGxhY2XSAQA?oc=5,2023-04-11 07:00:00+00:00,Dark Reading,2023.0,2023-04,
30,What can you get for $200? Several megabytes of ChatGPT training data - SC Media,"<a href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnNjbWFnYXppbmUuY29tL25ld3Mvd2hhdC1jYW4teW91LWdldC1mb3ItMjAwLXNldmVyYWwtbWVnYWJ5dGVzLW9mLWNoYXRncHQtdHJhaW5pbmctZGF0YdIBAA?oc=5"" target=""_blank"">What can you get for $200? Several megabytes of ChatGPT training data</a>&nbsp;&nbsp;<font color=""#6f6f6f"">SC Media</font>",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnNjbWFnYXppbmUuY29tL25ld3Mvd2hhdC1jYW4teW91LWdldC1mb3ItMjAwLXNldmVyYWwtbWVnYWJ5dGVzLW9mLWNoYXRncHQtdHJhaW5pbmctZGF0YdIBAA?oc=5,2023-11-30 08:00:00+00:00,SC Media,2023.0,2023-11,
31,Webinar: How vCISOs Can Navigating the Complex World of AI and LLM Security - The Hacker News,"<a href=""https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vdGhlaGFja2VybmV3cy5jb20vMjAyMy8xMC93ZWJpbmFyLWhvdy12Y2lzb3MtY2FuLW5hdmlnYXRpbmcuaHRtbNIBAA?oc=5"" target=""_blank"">Webinar: How vCISOs Can Navigating the Complex World of AI and LLM Security</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hacker News</font>",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vdGhlaGFja2VybmV3cy5jb20vMjAyMy8xMC93ZWJpbmFyLWhvdy12Y2lzb3MtY2FuLW5hdmlnYXRpbmcuaHRtbNIBAA?oc=5,2023-10-09 07:00:00+00:00,The Hacker News,2023.0,2023-10,
32,LLMs and AI positioned to dominate the AppSec world - Help Net Security,"<a href=""https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmhlbHBuZXRzZWN1cml0eS5jb20vMjAyMy8wNy8yMC9sbG0tYXBwbGljYXRpb25zLXNlY3VyaXR5LXJpc2tzL9IBAA?oc=5"" target=""_blank"">LLMs and AI positioned to dominate the AppSec world</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Help Net Security</font>",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmhlbHBuZXRzZWN1cml0eS5jb20vMjAyMy8wNy8yMC9sbG0tYXBwbGljYXRpb25zLXNlY3VyaXR5LXJpc2tzL9IBAA?oc=5,2023-07-20 07:00:00+00:00,Help Net Security,2023.0,2023-07,
33,LLMs have a multilingual jailbreak problem – how you can stay safe - SDxCentral,"<a href=""https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnNkeGNlbnRyYWwuY29tL2FydGljbGVzL2ZlYXR1cmUvbGxtcy1oYXZlLWEtbXVsdGlsaW5ndWFsLWphaWxicmVhay1wcm9ibGVtLWhvdy15b3UtY2FuLXN0YXktc2FmZS8yMDIzLzExL9IBAA?oc=5"" target=""_blank"">LLMs have a multilingual jailbreak problem – how you can stay safe</a>&nbsp;&nbsp;<font color=""#6f6f6f"">SDxCentral</font>",https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnNkeGNlbnRyYWwuY29tL2FydGljbGVzL2ZlYXR1cmUvbGxtcy1oYXZlLWEtbXVsdGlsaW5ndWFsLWphaWxicmVhay1wcm9ibGVtLWhvdy15b3UtY2FuLXN0YXktc2FmZS8yMDIzLzExL9IBAA?oc=5,2023-11-03 07:00:00+00:00,SDxCentral,2023.0,2023-11,
34,OWASP Top 10 for LLM Applications and Mitigation - Security Boulevard,"<a href=""https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjQvMDIvb3dhc3AtdG9wLTEwLWZvci1sbG0tYXBwbGljYXRpb25zLWFuZC1taXRpZ2F0aW9uL9IBW2h0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjQvMDIvb3dhc3AtdG9wLTEwLWZvci1sbG0tYXBwbGljYXRpb25zLWFuZC1taXRpZ2F0aW9uL2FtcC8?oc=5"" target=""_blank"">OWASP Top 10 for LLM Applications and Mitigation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Security Boulevard</font>",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjQvMDIvb3dhc3AtdG9wLTEwLWZvci1sbG0tYXBwbGljYXRpb25zLWFuZC1taXRpZ2F0aW9uL9IBW2h0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjQvMDIvb3dhc3AtdG9wLTEwLWZvci1sbG0tYXBwbGljYXRpb25zLWFuZC1taXRpZ2F0aW9uL2FtcC8?oc=5,2024-02-06 03:43:27+00:00,Security Boulevard,2024.0,2024-02,
35,Tenable launches LLM-powered ExposureAI product - TechTarget,"<a href=""https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaHNlY3VyaXR5L25ld3MvMzY2NTQ3NDk2L1RlbmFibGUtbGF1bmNoZXMtTExNLXBvd2VyZWQtRXhwb3N1cmVBSS1wcm9kdWN00gEA?oc=5"" target=""_blank"">Tenable launches LLM-powered ExposureAI product</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechTarget</font>",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaHNlY3VyaXR5L25ld3MvMzY2NTQ3NDk2L1RlbmFibGUtbGF1bmNoZXMtTExNLXBvd2VyZWQtRXhwb3N1cmVBSS1wcm9kdWN00gEA?oc=5,2023-08-09 07:00:00+00:00,TechTarget,2023.0,2023-08,
36,Unmasking Hypnotized AI: The Hidden Risks of Large - Security Intelligence,"<a href=""https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vc2VjdXJpdHlpbnRlbGxpZ2VuY2UuY29tL3Bvc3RzL3VubWFza2luZy1oeXBub3RpemVkLWFpLWhpZGRlbi1yaXNrcy1sYXJnZS1sYW5ndWFnZS1tb2RlbHMv0gEA?oc=5"" target=""_blank"">Unmasking Hypnotized AI: The Hidden Risks of Large</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Security Intelligence</font>",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vc2VjdXJpdHlpbnRlbGxpZ2VuY2UuY29tL3Bvc3RzL3VubWFza2luZy1oeXBub3RpemVkLWFpLWhpZGRlbi1yaXNrcy1sYXJnZS1sYW5ndWFnZS1tb2RlbHMv0gEA?oc=5,2023-08-08 07:00:00+00:00,Security Intelligence,2023.0,2023-08,
37,Navigating the security and privacy challenges of large language models - We Live Security,"<a href=""https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LndlbGl2ZXNlY3VyaXR5LmNvbS9lbi9idXNpbmVzcy1zZWN1cml0eS9zZWN1cml0eS1wcml2YWN5LWNoYWxsZW5nZXMtbGFyZ2UtbGFuZ3VhZ2UtbW9kZWxzL9IBAA?oc=5"" target=""_blank"">Navigating the security and privacy challenges of large language models</a>&nbsp;&nbsp;<font color=""#6f6f6f"">We Live Security</font>",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LndlbGl2ZXNlY3VyaXR5LmNvbS9lbi9idXNpbmVzcy1zZWN1cml0eS9zZWN1cml0eS1wcml2YWN5LWNoYWxsZW5nZXMtbGFyZ2UtbGFuZ3VhZ2UtbW9kZWxzL9IBAA?oc=5,2023-11-06 08:00:00+00:00,We Live Security,2023.0,2023-11,
38,Gandalf chatbot security game counters privacy fireballs - The Register,"<a href=""https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzA5LzE3L2dhbmRhbGZfcHJvbXB0X2luamVjdGlvbl9nYW1lL9IBSWh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS9BTVAvMjAyMy8wOS8xNy9nYW5kYWxmX3Byb21wdF9pbmplY3Rpb25fZ2FtZS8?oc=5"" target=""_blank"">Gandalf chatbot security game counters privacy fireballs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Register</font>",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzA5LzE3L2dhbmRhbGZfcHJvbXB0X2luamVjdGlvbl9nYW1lL9IBSWh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS9BTVAvMjAyMy8wOS8xNy9nYW5kYWxmX3Byb21wdF9pbmplY3Rpb25fZ2FtZS8?oc=5,2023-09-17 07:00:00+00:00,The Register,2023.0,2023-09,
39,Cyber experts are concerned about AI 'prompt injection' attacks - Popular Science,"<a href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LnBvcHNjaS5jb20vdGVjaG5vbG9neS9wcm9tcHQtaW5qZWN0aW9uLWF0dGFja3MtbGxtcy1haS_SAQA?oc=5"" target=""_blank"">Cyber experts are concerned about AI 'prompt injection' attacks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Popular Science</font>",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LnBvcHNjaS5jb20vdGVjaG5vbG9neS9wcm9tcHQtaW5qZWN0aW9uLWF0dGFja3MtbGxtcy1haS_SAQA?oc=5,2023-08-31 07:00:00+00:00,Popular Science,2023.0,2023-08,
40,Google to discuss LLM benefits for threat intelligence programs - TechTarget,"<a href=""https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaHNlY3VyaXR5L25ld3MvMzY2NTQ3MzkzL0dvb2dsZS10by1kaXNjdXNzLUxMTS1iZW5lZml0cy1mb3ItdGhyZWF0LWludGVsbGlnZW5jZS1wcm9ncmFtc9IBAA?oc=5"" target=""_blank"">Google to discuss LLM benefits for threat intelligence programs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechTarget</font>",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaHNlY3VyaXR5L25ld3MvMzY2NTQ3MzkzL0dvb2dsZS10by1kaXNjdXNzLUxMTS1iZW5lZml0cy1mb3ItdGhyZWF0LWludGVsbGlnZW5jZS1wcm9ncmFtc9IBAA?oc=5,2023-08-07 07:00:00+00:00,TechTarget,2023.0,2023-08,
41,Generative AI's Biggest Security Flaw Is Not Easy to Fix - WIRED,"<a href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9nZW5lcmF0aXZlLWFpLXByb21wdC1pbmplY3Rpb24taGFja2luZy_SAQA?oc=5"" target=""_blank"">Generative AI's Biggest Security Flaw Is Not Easy to Fix</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WIRED</font>",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9nZW5lcmF0aXZlLWFpLXByb21wdC1pbmplY3Rpb24taGFja2luZy_SAQA?oc=5,2023-09-06 07:00:00+00:00,WIRED,2023.0,2023-09,
